top_sentence|article_url|sender|instance_id|subject|id|tags|timestamp
Hope Hicks President Trump’s trusted 28-year-old confidant and adviser is taking on expanded communications responsibilities while the White House searches for a new communications director to replace Anthony Scaramucci who was fired from the job after just 10 days according to a White House official.|https://www.washingtonpost.com/news/post-politics/wp/2017/08/16/hope-hicks-takes-expanded-white-house-communications-role-amid-search-for-scaramucci-replacement/|The Washington Post||Politics Alert: Hope Hicks taking on expanded communications role amid search for Scaramucci replacement|599446cfcd4d745624000006|['white house searches' 'hicks' 'trump’s' 'sarah huckabee sanders' 'replacement' 'job' 'democracy dies' 'hope hicks' 'white house works' 'permanent replacement' 'role' '28-year-old confidant' 'scaramucci' '10' 'communications responsibilities' 'communications role' 'communications director' 'new communications director' 'white house press secretary' 'search' 'politics alert hope hicks' 'darkness' 'unofficial capacity' 'anthony scaramucci' 'white house official' 'adviser']|2017-08-16T09:20:50-04:00
 BLACK HAWK DOWN: Helicopter crashes off Hawaii Coast Guard says|http://www.foxnews.com/us/2017/08/16/black-hawk-helicopter-with-5-crew-members-on-board-crashes-off-hawaii-coast-guard-says.html|FoxNews.com||BLACK HAWK DOWN: Helicopter crashes off Hawaii Coast Guard says|59944e7fcd4d745624000007|['crashes' 'hawaii' 'coast guard' 'black hawk down helicopter']|2017-08-16T09:53:46-04:00
The 32-year-old was killed and at least 19 people were hurt when a car crashed into a crowd of peaceful protesters leaving a Unite the Right rally on Saturday.|https://www.usatoday.com/story/news/2017/08/16/live-stream-memorial-charlottesville-victim-heather-heyer/104645728/|USATODAY.com||BREAKING: Watch live: Memorial service for Charlottesville victim Heather Heyer|59945fbacd4d745624000008|['crowd' 'victim' 'unite' 'breaking watch' 'usatoday.com.' 'heather heyer' 'car' 'memorial service' 'peaceful protesters' '32-year-old' 'service' 'hurt' 'public memorial service' 'charlottesville va' 'rally' 'charlottesville' '19']|2017-08-16T11:07:10-04:00
On the 80th anniversary of Stalin's 'Great Terror' purge the late Soviet dictator is being hailed as a national icon who defeated the Nazis.|https://www.usatoday.com/story/news/world/2017/08/16/soviet-union-terror-josef-stalin-popularity/556625001/|USATODAY.com||BREAKING: As Confederate statues fall in the U.S. Russians are erecting them for brutal Soviet dictator Josef Stalin|59946bd6cd4d745624000009|['josef stalin' 'late soviet dictator' 'u.s.' 'brutal soviet dictator' 'great' 'national icon' 'statues fall' 'purge' stalin's 'nazis' '80th anniversary' 'confederate' 'terror']|2017-08-16T11:59:04-04:00
Breaking News: President Trump's main council of business leaders appears close to disbanding after he equated hate groups with protesters opposing them|https://www.nytimes.com/2017/08/16/business/trumps-council-ceos.html|NYTimes.com|101676|Breaking News: President Trump's main council of business leaders appears close to disbanding after he equated hate groups with protesters opposing them|59947794cd4d74562400000a|['main council' trump's 'protesters' 'business leaders' 'header' 'groups']|2017-08-16T12:49:02-04:00
Chief executives join other companies including Merck and Under Armour in departing council following Trump's response to protests in Charlottesville.|https://www.usatoday.com/|USATODAY.com||BREAKING: CEOs of 3M Campbell Soup quit Trump's manufacturing job council|59947e4dcd4d74562400000b|['merck' 'chief executives' 'council' trump's 'breaking ceos' 'armour' 'companies' 'job council' '3m' 'protests' 'charlottesville' 'campbell soup' 'response']|2017-08-16T13:17:48-04:00
President Trump’s two major councils of top CEOs disbanded Wednesday in the wake of his controversial remarks over the recent racially-charged violence in Charlottesville Va. Several corporate leaders had announced they were resigning from the President’s Strategic and Policy Forum as well as a separate manufacturing council in recent days after Trump was slow to condemn white supremacy groups.|https://www.washingtonpost.com/news/business/wp/2017/08/16/trumps-two-main-ceo-councils-disband-in-wake-of-his-controversial-charlottesville-remarks/|The Washington Post||News Alert: Trump's two main CEO councils disband in wake of his controversial Charlottesville remarks|59948043cd4d74562400000c|['policy forum' 'condemn' 'pressure' 'remarks' 'president’s' 'white supremacy groups' 'rather' 'violence' 'decision' 'strategy' 'charlottesville va' 'twitter trump' 'businesspeople' 'tweeted' 'controversial remarks' 'disband' 'corporate leaders' 'council' alert trump's 'recent days' 'wake' 'ceos' 'trump’s' 'councils' 'ceo' 'councils disband' 'trump' 'charlottesville' 'main' 'major councils' 'manufacturing']|2017-08-16T13:25:58-04:00
President Trump announced Wednesday he is shutting down two jobscouncils amid a wave of resignations by executives in the wake of thepresident’s response to the violence in Charlottesville.|http://www.foxnews.com/politics/2017/08/16/trump-shuts-down-2-jobs-councils-amid-wave-ceo-departures.html|FoxNews.com||President Donald Trump tweets he is shutting down two jobs councils amid wave of CEO departures|5994815ccd4d74562400000e|['wake' 'president’s response' 'ceo' 'violence' 'jobs councils' 'wave' 'tweets' 'resignations' 'executives' 'trump' 'donald trump' 'departures' 'charlottesville']|2017-08-16T13:30:43-04:00
Rather than putting pressure on the businesspeople of the Manufacturing Council & Strategy & Policy Forum I am ending both.|https://www.usatoday.com/story/money/2017/08/16/more-ceos-step-away-advising-trump-after-charlottesville/573005001/|USATODAY.com||BREAKING: Trump disbands economic councils as CEOs quit Charlottesville fallout continues|5994819bcd4d74562400000f|['charlottesville' 'council' 'strategy' 'economic councils' 'ceos' 'manufacturing' 'breaking trump' 'fallout' 'thank' 'policy forum' 'disbands' 'tweeted' 'businesspeople' 'pressure' 'quit' 'rather' ' president' 'trump']|2017-08-16T13:31:44-04:00
Trump disbands business councils over Charlottesville uproar President Donald Trump is dissolving his two businesses advisory groups after a spate of departures and a warning from one of the bodies that it was about to disband.|https://www.execsense.com/cio/cio-role-transition/|FT||Trump disbands business councils over Charlottesville uproar|599482d4cd4d745624000010|['jobs council' 'pressure' 'departures' 'strategy' 'trump' 'twitter' 'spate' 'one' 'uproar president' 'charlottesville' 'policy forum “rather' 'businesses advisory groups' 'disbands business councils' 'warning' 'businesspeople” involved' 'disband' 'uproar' 'donald trump' 'bodies']|2017-08-16T13:37:19-04:00
Trump's Business Councils Disband After CEOs Defect President Trump tweeted that he was ending two top business-advisory councils a move that came amid CEO defections following his comments about violence in Charlottesville Va.|https://www.wsj.com/articles/trump-business-advisory-council-to-disband-1502904005|WSJ.com||WSJ NEWS ALERT: Trump's Business Councils Disband After CEOs Defect|5994844ecd4d745624000011|['move' 'top business-advisory councils' 'violence' 'councils' 'business' 'ceos defect' 'campbell soup' 'charlottesville va' 'tweet' '3m' trump's 'comments' 'chief executives' 'corporate leaders' 'trump' 'councils disband' 'ceo' 'one' wsj news alert trump's 'defections']|2017-08-16T13:43:20-04:00
Trump ends business panels as CEOs quit President Trump announced today that he is ending two White House business advisory councils after his controversial comments concerning the violence in Charlottesville Va. led several CEOs to leave the panels.||Los Angeles Times||Breaking News: Trump ends business panels as CEOs quit|5994846fcd4d745624000012|['twitter' 'controversial comments' 'ceos' 'council' 'breaking news trump' 'panels' 'ends business panels' 'rather' 'violence' 'businesspeople' 'white house business advisory councils' 'policy forum' 'charlottesville va' 'thank' 'manufacturing' 'trump' 'pressure' 'strategy']|2017-08-16T13:44:03-04:00
President Donald Trump announced the end of two of his White House councils on Wednesday the manufacturing initiative and the Strategic and Policy Forum following a host of resignations due to his handling of the white nationalist protests in Charlottesville Virginia over the weekend.||FoxBusiness.com||BREAKING NEWS: Trump announces end of Manufacturing Council Strategic & Policy Forum|599484cdcd4d745624000013|['announces end' 'donald trump' 'policy forum' 'host' 'initiative' 'white nationalist protests' 'resignations' 'white house councils' 'weekend' 'manufacturing council' 'charlottesville virginia' 'breaking news trump' 'end']|2017-08-16T13:45:26-04:00
Trump Disbands 2 Advisory Councils After String Of Resignations At least five executives have left President Trump's manufacturing council in the wake of his controversial remarks about white supremacists and violence in Charlottesville Va. Trump Disbands 2 Advisory Councils After String Of Resignations|http://www.npr.org/sections/thetwo-way/2017/08/16/543935570/trump-disbands-2-advisory-councils-after-string-of-resignations|NPR||Trump Disbands 2 Advisory Councils After String Of Resignations|599484cdcd4d745624000014|['violence' 'wake' 'resignations' 'string' '2' 'five' 'white supremacists' 'controversial remarks' 'trump disbands' 'council' trump's 'charlottesville va. trump disbands' 'executives' 'councils']|2017-08-16T13:45:28-04:00
Breaking News: After an exodus of C.E.O.s from President Trump's advisory councils over his remarks he dissolved 2 of them.|https://www.nytimes.com/2017/08/16/business/trumps-council-ceos.html|NYTimes.com|101679|Breaking News: After an exodus of C.E.O.s from President Trump's advisory councils over his remarks he dissolved 2 of them. Thank you all! he tweeted.|5994858acd4d745624000015|['header' 'advisory councils' '2' 'remarks' 'tweeted' 'exodus' 'thank' 'c.e.o.s' trump's]|2017-08-16T13:48:31-04:00
Minutes of the Fed’s July rate-setting meeting revealed differences of opinion on when to begin the shrinking of the Fed’s balance sheet together with growing concern among some policymakers over low inflation which bolsters the case against quick tightening.|https://www.execsense.com/cio/cio-role-transition/|FT||Fed divided on start to balance sheet unwinding|59948c22cd4d745624000017|['quick tightening' 'opinion' 'wait' 'fed' 'fed’s july' 'economic stimulus' 'us' 'federal reserve policymakers' 'crisis-era' 'low inflation' 'fed’s' 'concern' 'central bank’s unwind' 'start date' 'meeting' 'balance sheet' 'policymakers' 'differences' 'bolsters']|2017-08-16T14:16:42-04:00
Fed Officials Split Over Next Rate Increase Agree on Shrinking Holdings Federal Reserve officials that were meeting in July split over the timing of future interest-rate increases as they struggled to understand why inflation has been so weak in recent months.|https://www.wsj.com/articles/fed-officials-split-over-next-rate-increase-1502906527|WSJ.com||WSJ NEWS ALERT: Fed Officials Split Over Next Rate Increase Agree on Shrinking Holdings|59948d1ecd4d745624000018|['federal reserve officials' 'recent months' 'rate increase agree' 'meeting' 'officials' 'future interest-rate increases' 'shrinking holdings' 'weak' 'drawing' 'fed' 'wsj news alert fed' 'inflation' 'timing' central bank's holdings '25-26' 'customary three-week lag' 'yearslong process']|2017-08-16T14:20:48-04:00
 BREAKING: Victims of tainted alcohol at upscale Mexican resorts have little hope of justice USA TODAY Network investigation finds|https://usat.ly/2vJlKpv|USATODAY.com||BREAKING: Victims of tainted alcohol at upscale Mexican resorts have little hope of justice USA TODAY Network investigation finds|59948d7dcd4d745624000019|['breaking victims' 'alcohol' 'mexican resorts' 'justice' 'usa today network' 'investigation' 'upscale' 'hope']|2017-08-16T14:22:28-04:00
Attorney General Jeff Sessions is expected to speak about sanctuary city policies and their effect on crime from Miami at 3 p.m.|http://www.foxnews.com/politics/2017/08/16/jeff-sessions-to-deliver-remarks-in-miami-regarding-sanctuary-cities-live-blog.html|FoxNews.com||Attorney General Jeff Sessions to speak about sanctuary cities at 3 pm ET|599493d9cd4d74562400001a|['sanctuary cities' 'effect' 'crime' 'sanctuary city policies' '3' 'foxnews.com.' 'attorney' 'miami' 'jeff sessions']|2017-08-16T14:49:30-04:00
ICE Director Thomas Homan joins Your World at 4 pm ET to discuss the Trump administration's push to crack down on sanctuary cities.|http://video.foxnews.com/v/5270285052001/|FoxNews.com||ICE Director Thomas Homan on 'Your World' at 4 pm ET|5994a35dcd4d74562400001b|['miami' 'sanctuary cities' 'thomas homan' 'director' 'attorney' 'trump' '4' 'public event' 'world' 'homan' 'joins your' 'jeff sessions' 'ice' 'comments']|2017-08-16T15:55:54-04:00
By calling the lone suspect of the deadly car crash in Charlottesville a murderer President Trump may have unwittingly prejudiced the legal case against him - which legal analysts said could throw up roadblocks for bringing the alleged white nationalist to justice.|https://www.usatoday.com/story/news/politics/2017/08/16/how-donald-trumps-comments-may-threaten-charlottesville-legal-case/572815001/|USATODAY.com||BREAKING: How Trump's comments on Charlottesville murder suspect may threaten the legal case against him|5994a3facd4d74562400001c|['murder' 'trump' 'car crash' 'white nationalist' 'lone' 'legal analysts' 'justice' trump's 'charlottesville' 'roadblocks' 'comments' 'legal case' 'a murderer president']|2017-08-16T15:58:40-04:00
Poll: Majority Believes Trump's Response To Charlottesville Hasn't Been Strong Enough After shifting statements from the president about the racist violence in Virginia a new NPR/PBS NewsHour/Marist poll finds most Americans didn't like the way Trump handled the situation.|http://www.npr.org/2017/08/16/543957964/poll-majority-believe-trump-s-response-to-charlottesville-hasn-t-been-strong-eno|NPR||Poll: Majority Believes Trump's Response To Charlottesville Hasn't Been Strong Enough|5994ab6fcd4d74562400001d|['nprpbs newshourmarist' 'virginia' charlottesville hasn't been strong enough 'situation' 'poll' 'response' 'statements' 'trump' poll majority believes trump's 'racist violence']|2017-08-16T16:30:21-04:00
Trump administration facing increasing pressure agrees to continue making crucial Obamacare payments The Trump administration faced with increasing pressure from Republican members of Congress agreed today to continue making payments to insurance companies that are widely viewed as critical to keeping markets stable under the Affordable Care Act also known as Obamacare.||Los Angeles Times||Breaking News: Trump administration facing increasing pressure agrees to continue making crucial Obamacare payments|5994b9b7cd4d74562400001e|['pressure' 'payments' 'members' 'breaking news trump' 'latest' 'care act' 'obamacare' 'pressure agrees' 'insurance companies' 'markets' 'trump' 'administration']|2017-08-16T17:31:13-04:00
At least 36 people are dead after a massive fight between inmates and security forces broke out at a prison in southern Venezuela officials said.|http://www.foxnews.com/world/2017/08/16/venezuela-governor-says-36-killed-during-fighting-at-prison.html|FoxNews.com||DEADLY VENEZUELA RIOT: 36 killed at prison officials say|5994cddacd4d74562400001f|['security forces' 'massive fight' 'prison officials' 'venezuela' 'southern' '36' 'officials said' 'inmates' 'prison' 'deadly venezuela riot']|2017-08-16T18:57:25-04:00
BREAKING: USA TODAY exclusive: 'You bear a responsibility' for Trump DNC Chairman Tom Perez says in letter to GOP Chair|https://www.usatoday.com/story/news/politics/2017/08/16/dnc-chairman-tom-perez-letter-gop-chair-you-bear-responsibility-trump/574969001/|USATODAY.com||BREAKING: USA TODAY exclusive: 'You bear a responsibility' for Trump DNC Chairman Tom Perez says in letter to GOP Chair|5994ecfbcd4d745624000020|['national committee' 'trump dnc' 'night' 'tom perez' exclusive 'you 'head' 'blame' 'violence' 'responsibility' 'democratic national committee' 'party' 'letter' 'trump' 'chair' 'response' 'chairman' 'charlottesville' 'gop' trump's 'breaking usa today' 'news conference' 'sides' 'chair tom perez']|2017-08-16T21:09:52-04:00
They sang patriotic songs such as “God Bless America” and the “Star-Spangled Banner” before invoking in unison the civil rights era anthem “We Shall Overcome.” The vigil happened hours after state and national leaders spoke at a memorial for Heather Heyer the 32-year-old woman killed when a vehicle careened through a crowd on Charlottesville street Saturday injuring 19 other people.|https://www.washingtonpost.com/local/public-safety/hundreds-carry-lit-candles-across-uva-campus-against-white-nationalism/2017/08/16/cd615178-82f0-11e7-902a-2a9f2d808496_story.html|The Washington Post||News Alert: Hundreds march in candlelight vigil in Charlottesville in a contrasting demonstration from the white nationalist parade Friday|5995072bcd4d745624000021|['unison' 'resident said' 'university' 'things' 'demonstration' 'social media' 'god' 'heather heyer' 'alert hundreds' 'candles' 'gathering' 'crowd' 'civil rights era anthem “we' 'virginia' 'banner' 'street' 'patriotic songs' 'candlelight vigil' 'vehicle' 'shall overcome' 'memorial' 'attendance' '19' '32-year-old woman' 'national leaders' 'residents' 'sticks' 'one' 'campus' 'bless america' 'charlottesville' 'white nationalist parade' 'vigil']|2017-08-16T23:01:39-04:00
ECB minutes reveal concern over euro strength The eurozone’s top central bankers are concerned about the strength of the euro minutes of the European Central Bank’s July policy vote reveal.|http://click.newsletters.ft.com/f/a/e_TYGYXNC7IsQYfhNsn03A~~/AAAAAQA~/RgRbeATnP0EIAGzEYKYQ2ltXCGZpbnRpbWVzWAQAAAAAQgoAAYSAlVmZHQAlUh9icmVha2luZy5uZXdzLmNhdGNoZXJAZ21haWwuY29tCVEEAAAAAERyaHR0cDovL2xpLmZ0LmNvbS9jbGljaz9zPTE3ODMwNCZzej0zMDB4MjUwJmxpPWJyZWFraW5nLW5ld3MmZT1icmVha2luZy5uZXdzLmNhdGNoZXIlNDBnbWFpbC5jb20mcD03Mjc0MzUwMDAxMTI1ODUzh1oBeyJiaW5kaW5nIjoiZWRpdG9yaWFsIiwidXNlclV1aWQiOiI0NWEzMjIyNi1iNDRjLTRiMGQtYTQzNy02MTJiMDk0OGUyNWQiLCJzb3VyY2UiOiJzaW1wbGUtZW1haWwtc2VydmljZSIsInByb2R1Y3QiOiJFbUUiLCJyZXF1ZXN0ZWRTZW5kVGltZSI6IjE1MDI5Njk4MjUiLCJjYXRlZ29yeSI6Im5ld3NsZXR0ZXIiLCJ0ZW1wbGF0ZUlkIjoiNTVjY2I4NzUwOTBiZmYwMzAwZTc4YjYzIiwidHJhbnNhY3Rpb25JZCI6IjY4YjY3ZDgxLWE5OWUtNGJmYi05MDYxLTliNjhmMTQ0OTJmMCIsImVtYWlsSWQiOiI1OTk1N2YyMjMzMzY1MzAwMDRlMTYzZDUiLCJsaXN0SWQiOiI1NjQ0OTVmOGU0YjBhZjY2ODFmMGYzOWQifQ~~|FT||ECB minutes reveal concern over euro strength|5995809acd4d745624000022|['top central bankers' 'dollar' 'imports' 'two-and-a-half year high' 'euro strength' 'bank’s july' 'strength' 'ecb' 'currency' 'communication problem' 'efforts' 'programme' 'middle' 'decision' '€2trn quantitative' 'policy vote reveal' 'eurozone’s' 'growth' '2' 'basket' 'inflation goal' 'cent' 'euro minutes' 'currencies' 'strong euro complicates' '5' 'recent months' 'ecb’s' 'concern']|2017-08-17T07:39:48-04:00
In an unusual interview with progressive magazine The American Prospect White House chief strategist Steven K. Bannon seemed to take issue with President Trump on North Korea attacked white supremacists as “clowns” and “losers” and also detailed how he would oust some of his opponents at the State and Defense departments.|https://www.washingtonpost.com/news/morning-mix/wp/2017/08/17/steve-bannon-contradicts-trump-on-north-korea-talks-of-rivals-and-white-supremacists-in-unusual-interview-with-progressive-magazine/|The Washington Post||News Alert: White House aide Steve Bannon says rivals are ‘wetting themselves’ mocks white supremacists and contradicts Trump on N. Korea|599581b5cd4d745624000023|['steven k. bannon' 'contradicts' 'democracy dies' 'white house chief strategist' 'clowns' 'issue' 'rivals' 'trump' 'n. korea' 'white house aide' 'steve bannon' 'themselves’ mocks' 'prospect' 'unusual interview' 'losers' 'opponents' 'korea' 'white supremacists' 'progressive magazine' 'darkness' 'defense departments']|2017-08-17T07:44:30-04:00
Breaking News: President Trump said it was foolish to remove Civil War statues.|https://www.nytimes.com/2017/08/17/us/politics/trump-charlottesville-confederate-statues.html|NYTimes.com|101728|Breaking News: President Trump said it was foolish to remove Civil War statues. He said the nation's culture was being ripped apart.|59959d6fcd4d745624000024|['trump' 'header' 'civil war statues' 'culture' 'foolish' 'apart']|2017-08-17T09:42:47-04:00
President Trump tweets ‘country being ripped apart’ by removal of Confederate monuments|http://www.foxnews.com/politics/2017/08/17/trump-country-being-ripped-apart-by-monument-removals.html|FoxNews.com||President Trump tweets ‘country being ripped apart’ by removal of Confederate monuments|59959e2ccd4d745624000025|['trump' 'monuments' 'critics' 'condemn protests' 'tweets ‘country' 'confederate monuments' 'donald trump' 'confederate' 'removal' 'apart']|2017-08-17T09:46:05-04:00
In three tweets he said the history and culture of the country was being ripped apart and said efforts to remove statues of Confederate generals Stonewall Jackson and Robert E. Lee could escalate to taking down monuments to George Washington and Thomas Jefferson.|https://www.washingtonpost.com/news/post-politics/wp/2017/08/17/trump-mourns-loss-of-beautiful-statues-and-monuments-in-wake-of-charlottesville-rally-over-robert-e-lee-statue/|The Washington Post||News Alert: President Trump calls efforts to remove Civil War statues 'foolish'|5995a21acd4d745624000026|['tweets' 'escalate' 'efforts' 'calls efforts' 'trump' 'culture' 'democracy dies' 'country' 'controversy' 'statues' 'monuments' 'weekend' 'stonewall jackson' 'apart' 'generals' 'violence' 'george washington' 'darkness' 'three' 'thomas jefferson' civil war statues 'foolish 'robert e. lee' 'charlottesville va' 'confederate']|2017-08-17T10:02:46-04:00
Spanish police said several people were injured after avehicle rammed into a crowd in a tourist area of Barcelona.|http://www.foxnews.com/|FoxNews.com||Police in Barcelona report injuries after car rams into crowded pedestrian area|5995b9b6cd4d745624000029|['pedestrian area' 'vehicle' 'spanish police' 'tourist area' 'crowd' 'report injuries' 'car rams' 'barcelona']|2017-08-17T11:43:27-04:00
Police in Barcelona say a white van has mounted a sidewalk and struck several people in the city's Las Ramblas district -- an area popular with tourists.|https://www.usatoday.com/story/news/world/2017/08/17/van-hits-crowd-barcelona/576176001/|USATODAY.com||BREAKING: Spanish police: Van plows into Barcelona crowd causes injuries|5995bc49cd4d74562400002a|['white van' 'plows' 'district' 'crowd causes injuries' 'van' 'area' 'las ramblas' 'barcelona' 'sidewalk' 'spanish police' 'tourists']|2017-08-17T11:54:29-04:00
Van Plows Into Pedestrians in Barcelona; Injuries Reported A van plowed into pedestrians in the center of Barcelona police said.|https://www.wsj.com/articles/van-plows-into-pedestrians-in-barcelona-1502985020|WSJ.com||WSJ NEWS ALERT: Van Plows Into Pedestrians in Barcelona; Injuries Reported|5995c16acd4d74562400002d|['police said' 'center' 'area' 'pedestrians' 'van' 'catalan' 'barcelona injuries reported' 'injured' 'van plows' 'regional police' 'tourists' 'wsj news alert van plows' 'ramblas' 'twitter' 'barcelona' 'incident' 'massive' 'authorities']|2017-08-17T12:16:29-04:00
Van Reportedly Strikes Crowd In Barcelona; Multiple Injured Police Say Authorities are advising the public to avoid the area around Placa Catalunya a public square in Barcelona's city center.|http://www.npr.org/2017/08/17/544162696/van-reportedly-strikes-crowd-in-barcelona-multiple-injured-police-say|NPR||Van Reportedly Strikes Crowd In Barcelona; Multiple Injured Police Say|5995c2a3cd4d74562400002f|['placa catalunya' 'services' 'white van' 'area' 'say authorities' 'city center' 'public square' 'dozens' 'barcelona multiple injured' 'wire' barcelona's 'van reportedly strikes crowd']|2017-08-17T12:21:40-04:00
Breaking News: A driver in a van hit a crowd in the heart of Barcelona injuring several people in an area popular with tourists|https://www.nytimes.com/2017/08/17/world/europe/barcelona-catalunya-van.html|NYTimes.com|101736|Breaking News: A driver in a van hit a crowd in the heart of Barcelona injuring several people in an area popular with tourists|5995c536cd4d745624000030|['barcelona' 'header' 'tourists' 'heart' 'van' 'crowd' 'area' 'driver']|2017-08-17T12:32:44-04:00
 BARCELONA TERROR ATTACK: Bodies seen lying in the street as officials confirm deaths|http://www.foxnews.com/world/2017/08/17/barcelona-terror-attack-bodies-seen-lying-in-street-as-officials-confirm-deaths.html|FoxNews.com||BARCELONA TERROR ATTACK: Bodies seen lying in the street as officials confirm deaths|5995c807cd4d745624000031|['officials' 'barcelona terror attack bodies' 'deaths' 'street']|2017-08-17T12:44:47-04:00
News Alert: Driver rams van through tourist area in Barcelona injuring pedestrians; police warn vistors to stay away|https://www.washingtonpost.com/world/europe/van-swerves-into-crowds-in-barcelonas-popular-las-ramblas-district/2017/08/17/01556ed2-8365-11e7-b359-15a3617c767b_story.html|The Washington Post||News Alert: Driver rams van through tourist area in Barcelona injuring pedestrians; police warn vistors to stay away|5995c847cd4d745624000032|['terror alert' '20' 'injured' 'pedestrians police' 'darkness' 'barcelona' 'driver rams van' 'democracy dies' 'tourist area' 'van' 'pedestrians' 'vistors' 'witnesses']|2017-08-17T12:45:36-04:00
 BARCELONA TERROR: At least 13 people dead in van attack local media reports citing police sources|http://www.foxnews.com/world/2017/08/17/barcelona-terror-attack-at-least-3-dead-several-hurt-after-van-plows-into-popular-tourist-area.html|FoxNews.com||BARCELONA TERROR: At least 13 people dead in van attack local media reports citing police sources|5995cbd2cd4d745624000033|['13' 'van attack local media reports' 'police sources' 'barcelona terror']|2017-08-17T13:00:55-04:00
Police in Barcelona say a white van has mounted a sidewalk struck several people in the city's Las Ramblas district leaving at least one dead and 32 injured.|https://www.usatoday.com/story/news/world/2017/08/17/van-hits-crowd-barcelona/576176001/|USATODAY.com||BREAKING: Spanish police confirm 1 dead 32 injured in Barcelona terror attack|5995d112cd4d745624000034|['white van' 'terror attack' 'district' 'barcelona' 'one' 'dead' '32' 'injured' '1' 'sidewalk' 'spanish police' 'las ramblas']|2017-08-17T13:23:14-04:00
Van attack in Barcelona leaves at least one dead A van has crashed into pedestrians in Barcelona’s bustling tourist district of Las Ramblas killing at least one person and leading to a police hunt for the driver who escaped on foot.|https://www.execsense.com/ceo/create-advisory-board-how-to/|FT||Van attack in Barcelona leaves at least one dead|5995d2c7cd4d745624000035|['barcelona’s' 'stockholm nice berlin' 'spain' 'madrid' 'past' 'weapons' 'person' 'van' 'incident' 'barcelona' 'las ramblas' 'driver' 'pedestrians' '2004' 'police hunt' 'terrorist attack' 'train bombings' 'london' 'attack' 'leaves' 'tourist district' 'one' 'foot' 'years terrorists']|2017-08-17T13:30:23-04:00
Police did not immediately give details on the driver or a possible reason for the incident but they described the carnage as “massive.” Democracy Dies in Darkness.|https://www.washingtonpost.com/world/europe/van-swerves-into-crowds-in-barcelonas-popular-las-ramblas-district/2017/08/17/01556ed2-8365-11e7-b359-15a3617c767b_story.html|The Washington Post||News Alert: Police: At least 1 dead in ‘terror attack’ on busy Barcelona tourist area; suspects remain at large|5995d462cd4d745624000036|['van' 'darkness' 'possible reason' 'carnage' 'massive' 'tourist area' 'terror attack' 'details' 'incident' '32' 'barcelona' '1' 'alert police' 'driver' 'democracy dies' 'spanish police' 'others' 'crowds']|2017-08-17T13:37:12-04:00
 BARCELONA TERROR ATTACK: 1 suspect arrested Spanish broadcaster reports|http://www.foxnews.com/world/2017/08/17/barcelona-terror-attack-at-least-13-reported-dead-after-van-plows-into-crowd-at-popular-tourist-area.html|FoxNews.com||BARCELONA TERROR ATTACK: 1 suspect arrested Spanish broadcaster reports|5995db77cd4d745624000037|['1' 'barcelona terror attack' 'arrested' 'spanish broadcaster reports']|2017-08-17T14:07:27-04:00
 Trump tweets US condemns Barcelona terror attack promises to do 'whatever is necessary to help'|http://www.foxnews.com/world/2017/08/17/barcelona-terror-attack-at-least-13-reported-dead-after-van-plows-into-crowd-at-popular-tourist-area.html|FoxNews.com||Trump tweets US condemns Barcelona terror attack promises to do 'whatever is necessary to help'|5995de28cd4d745624000038|['terror attack' 'help' 'whatever' 'tweets us condemns' 'barcelona' 'trump']|2017-08-17T14:18:51-04:00
 Trump tweets US condemns Barcelona terror attack promises to do 'whatever is necessary to help'|http://www.foxnews.com/world/2017/08/17/barcelona-terror-attack-at-least-13-reported-dead-after-van-plows-into-crowd-at-popular-tourist-area.html|FoxNews.com||Trump tweets US condemns Barcelona terror attack promises to do 'whatever is necessary to help'|5995de48cd4d745624000039|['barcelona' 'trump' 'terror attack' 'help' 'whatever' 'tweets us condemns']|2017-08-17T14:19:35-04:00
BREAKING: Police: One suspect arrested in Barcelona terror attack that killed at least 13 and injured 50|https://www.usatoday.com/story/news/world/2017/08/17/van-hits-crowd-barcelona/576176001/|USATODAY.com||BREAKING: Police: One suspect arrested in Barcelona terror attack that killed at least 13 and injured 50|5995e32ecd4d74562400003a|['breaking police' 'white van' 'terror attack' '50' 'one' 'sidewalk' '13' 'district' 'las ramblas' 'barcelona']|2017-08-17T14:40:13-04:00
At least 13 dead 50+ injured after van plows into crowd in Barcelona|https://www.cbsnews.com/news/barcelona-terror-attack-van-plows-pedestrians-live-updates/|CBS||At least 13 dead 50+ injured after van plows into crowd in Barcelona|5995e36dcd4d74562400003b|['van plows' 'crowd' 'barcelona' 'dead 50' 'displaying' 'email' '13']|2017-08-17T14:41:27-04:00
Police in Spain’s Catalonia region says they have arrested a man in the Barcelona van attack and are “treating him as a terrorist.” Democracy Dies in Darkness.|https://www.washingtonpost.com/world/europe/van-swerves-into-crowds-in-barcelonas-popular-las-ramblas-district/2017/08/17/01556ed2-8365-11e7-b359-15a3617c767b_story.html|The Washington Post||News Alert: At least 13 dead 50 injured following van attack in Barcelona official confirms; one suspect arrested|5995e42ccd4d74562400003c|['darkness' 'barcelona' 'one' 'democracy dies' 'dead' 'van attack' 'official confirms' 'terrorist' 'region' '50' 'spain’s catalonia' 'man' '13']|2017-08-17T14:44:28-04:00
